Country,State,Date,Casos,Muertes,popData2020
Europe,Czechia,08/01/2021,115,2,10693939
Europe,Czechia,31/07/2021,138,0,10693939
Europe,Czechia,30/07/2021,204,0,10693939
Europe,Czechia,29/07/2021,192,0,10693939
Europe,Czechia,28/07/2021,252,0,10693939
Europe,Czechia,27/07/2021,198,0,10693939
Europe,Czechia,26/07/2021,80,0,10693939
Europe,Czechia,25/07/2021,125,0,10693939
Europe,Czechia,24/07/2021,189,0,10693939
Europe,Czechia,23/07/2021,194,0,10693939
Europe,Czechia,22/07/2021,231,1,10693939
Europe,Czechia,21/07/2021,300,0,10693939
Europe,Czechia,20/07/2021,219,2,10693939
Europe,Czechia,19/07/2021,116,1,10693939
Europe,Czechia,18/07/2021,197,0,10693939
Europe,Czechia,17/07/2021,240,2,10693939
Europe,Czechia,16/07/2021,224,0,10693939
Europe,Czechia,15/07/2021,261,0,10693939
Europe,Czechia,14/07/2021,321,0,10693939
Europe,Czechia,13/07/2021,244,0,10693939
Europe,Czechia,07/12/2021,147,2,10693939
Europe,Czechia,07/11/2021,157,0,10693939
Europe,Czechia,07/10/2021,285,0,10693939
Europe,Czechia,07/09/2021,249,0,10693939
Europe,Czechia,07/08/2021,279,1,10693939
Europe,Czechia,07/07/2021,110,0,10693939
Europe,Czechia,07/06/2021,130,0,10693939
Europe,Czechia,07/05/2021,108,2,10693939
Europe,Czechia,07/04/2021,125,0,10693939
Europe,Czechia,07/03/2021,164,2,10693939
Europe,Czechia,07/02/2021,166,1,10693939
Europe,Czechia,07/01/2021,137,1,10693939
Europe,Czechia,30/06/2021,156,0,10693939
Europe,Czechia,29/06/2021,151,0,10693939
Europe,Czechia,28/06/2021,58,0,10693939
Europe,Czechia,27/06/2021,68,2,10693939
Europe,Czechia,26/06/2021,132,1,10693939
Europe,Czechia,25/06/2021,96,3,10693939
Europe,Czechia,24/06/2021,105,0,10693939
Europe,Czechia,23/06/2021,112,3,10693939
Europe,Czechia,22/06/2021,119,1,10693939
Europe,Czechia,21/06/2021,57,1,10693939
Europe,Czechia,20/06/2021,63,0,10693939
Europe,Czechia,19/06/2021,144,3,10693939
Europe,Czechia,18/06/2021,157,4,10693939
Europe,Czechia,17/06/2021,129,1,10693939
Europe,Czechia,16/06/2021,208,4,10693939
Europe,Czechia,15/06/2021,175,0,10693939
Europe,Czechia,14/06/2021,41,3,10693939
Europe,Czechia,13/06/2021,73,3,10693939
Europe,Czechia,06/12/2021,180,2,10693939
Europe,Czechia,06/11/2021,190,6,10693939
Europe,Czechia,06/10/2021,250,2,10693939
Europe,Czechia,06/09/2021,384,6,10693939
Europe,Czechia,06/08/2021,296,4,10693939
Europe,Czechia,06/07/2021,98,4,10693939
Europe,Czechia,06/06/2021,153,2,10693939
Europe,Czechia,06/05/2021,321,7,10693939
Europe,Czechia,06/04/2021,427,3,10693939
Europe,Czechia,06/03/2021,353,5,10693939
Europe,Czechia,06/02/2021,479,6,10693939
Europe,Czechia,06/01/2021,514,10,10693939
Europe,Czechia,31/05/2021,112,4,10693939
Europe,Czechia,30/05/2021,222,6,10693939
Europe,Czechia,29/05/2021,454,7,10693939
Europe,Czechia,28/05/2021,507,15,10693939
Europe,Czechia,27/05/2021,538,10,10693939
Europe,Czechia,26/05/2021,661,8,10693939
Europe,Czechia,25/05/2021,697,7,10693939
Europe,Czechia,24/05/2021,197,12,10693939
Europe,Czechia,23/05/2021,336,11,10693939
Europe,Czechia,22/05/2021,672,12,10693939
Europe,Czechia,21/05/2021,678,17,10693939
Europe,Czechia,20/05/2021,779,16,10693939
Europe,Czechia,19/05/2021,1200,14,10693939
Europe,Czechia,18/05/2021,1130,22,10693939
Europe,Czechia,17/05/2021,257,13,10693939
Europe,Czechia,16/05/2021,597,16,10693939
Europe,Czechia,15/05/2021,1052,18,10693939
Europe,Czechia,14/05/2021,1223,21,10693939
Europe,Czechia,13/05/2021,1264,33,10693939
Europe,Czechia,05/12/2021,1691,33,10693939
Europe,Czechia,05/11/2021,1545,32,10693939
Europe,Czechia,05/10/2021,384,34,10693939
Europe,Czechia,05/09/2021,728,31,10693939
Europe,Czechia,05/08/2021,1638,28,10693939
Europe,Czechia,05/07/2021,1574,43,10693939
Europe,Czechia,05/06/2021,1873,37,10693939
Europe,Czechia,05/05/2021,2416,44,10693939
Europe,Czechia,05/04/2021,2220,37,10693939
Europe,Czechia,05/03/2021,509,34,10693939
Europe,Czechia,05/02/2021,1171,33,10693939
Europe,Czechia,05/01/2021,2167,49,10693939
Europe,Czechia,30/04/2021,2230,42,10693939
Europe,Czechia,29/04/2021,2488,67,10693939
Europe,Czechia,28/04/2021,3241,50,10693939
Europe,Czechia,27/04/2021,2584,58,10693939
Europe,Czechia,26/04/2021,826,53,10693939
Europe,Czechia,25/04/2021,1309,56,10693939
Europe,Czechia,24/04/2021,2602,53,10693939
Europe,Czechia,23/04/2021,2629,56,10693939
Europe,Czechia,22/04/2021,2951,64,10693939
Europe,Czechia,21/04/2021,3817,63,10693939
Europe,Czechia,20/04/2021,3342,72,10693939
Europe,Czechia,19/04/2021,834,78,10693939
Europe,Czechia,18/04/2021,1541,73,10693939
Europe,Czechia,17/04/2021,3218,65,10693939
Europe,Czechia,16/04/2021,3266,86,10693939
Europe,Czechia,15/04/2021,3719,90,10693939
Europe,Czechia,14/04/2021,5069,91,10693939
Europe,Czechia,13/04/2021,3867,84,10693939
Europe,Czechia,04/12/2021,986,93,10693939
Europe,Czechia,04/11/2021,2212,110,10693939
Europe,Czechia,04/10/2021,4824,106,10693939
Europe,Czechia,04/09/2021,5285,121,10693939
Europe,Czechia,04/08/2021,7055,121,10693939
Europe,Czechia,04/07/2021,5591,114,10693939
Europe,Czechia,04/06/2021,1419,124,10693939
Europe,Czechia,04/05/2021,1929,146,10693939
Europe,Czechia,04/04/2021,2160,125,10693939
Europe,Czechia,04/03/2021,3837,104,10693939
Europe,Czechia,04/02/2021,6249,152,10693939
Europe,Czechia,04/01/2021,7270,153,10693939
Europe,Czechia,31/03/2021,8640,170,10693939
Europe,Czechia,30/03/2021,6940,180,10693939
Europe,Czechia,29/03/2021,1744,117,10693939
Europe,Czechia,28/03/2021,3973,181,10693939
Europe,Czechia,27/03/2021,7718,155,10693939
Europe,Czechia,26/03/2021,7934,161,10693939
Europe,Czechia,25/03/2021,8854,183,10693939
Europe,Czechia,24/03/2021,10977,193,10693939
Europe,Czechia,23/03/2021,8247,210,10693939
Europe,Czechia,22/03/2021,2391,193,10693939
Europe,Czechia,21/03/2021,5489,184,10693939
Europe,Czechia,20/03/2021,9719,173,10693939
Europe,Czechia,19/03/2021,10671,213,10693939
Europe,Czechia,18/03/2021,12034,198,10693939
Europe,Czechia,17/03/2021,14033,218,10693939
Europe,Czechia,16/03/2021,10635,237,10693939
Europe,Czechia,15/03/2021,3335,229,10693939
Europe,Czechia,14/03/2021,7032,178,10693939
Europe,Czechia,13/03/2021,14978,211,10693939
Europe,Czechia,03/12/2021,11249,229,10693939
Europe,Czechia,03/11/2021,14548,229,10693939
Europe,Czechia,03/10/2021,15366,230,10693939
Europe,Czechia,03/09/2021,10664,236,10693939
Europe,Czechia,03/08/2021,3984,203,10693939
Europe,Czechia,03/07/2021,9132,208,10693939
Europe,Czechia,03/06/2021,13173,184,10693939
Europe,Czechia,03/05/2021,14655,217,10693939
Europe,Czechia,03/04/2021,15252,201,10693939
Europe,Czechia,03/03/2021,16807,192,10693939
Europe,Czechia,03/02/2021,12344,204,10693939
Europe,Czechia,03/01/2021,1240721,21020,10693939
Europe,Denmark,01/07/2022,25995,11,5822763
Europe,Denmark,01/06/2022,28283,15,5822763
Europe,Denmark,01/05/2022,25073,15,5822763
Europe,Denmark,01/04/2022,8801,5,5822763
Europe,Denmark,01/03/2022,190823,143,5822763
Europe,Denmark,22/12/2021,13057,60,5822763
Europe,Denmark,21/12/2021,10082,8,5822763
Europe,Denmark,20/12/2021,8212,9,5822763
Europe,Denmark,19/12/2021,8594,13,5822763
Europe,Denmark,18/12/2021,11194,3,5822763
Europe,Denmark,17/12/2021,9999,12,5822763
Europe,Denmark,16/12/2021,8773,9,5822763
Europe,Denmark,15/12/2021,8314,7,5822763
Europe,Denmark,14/12/2021,7799,9,5822763
Europe,Denmark,13/12/2021,5989,9,5822763
Europe,Denmark,12/12/2021,5606,9,5822763
Europe,Denmark,12/11/2021,6599,13,5822763
Europe,Denmark,12/10/2021,6985,11,5822763
Europe,Denmark,12/09/2021,6629,7,5822763
Europe,Denmark,12/08/2021,6324,9,5822763
Europe,Denmark,12/07/2021,7146,10,5822763
Europe,Denmark,12/06/2021,3026,7,5822763
Europe,Denmark,12/05/2021,4325,12,5822763
Europe,Denmark,12/04/2021,4559,15,5822763
Europe,Denmark,12/03/2021,4680,3,5822763
Europe,Denmark,12/02/2021,5120,14,5822763
Europe,Denmark,12/01/2021,4148,12,5822763
Europe,Denmark,30/11/2021,4326,11,5822763
Europe,Denmark,29/11/2021,4290,9,5822763
Europe,Denmark,28/11/2021,3744,13,5822763
Europe,Denmark,27/11/2021,4076,9,5822763
Europe,Denmark,26/11/2021,4390,12,5822763
Europe,Denmark,25/11/2021,4426,9,5822763
Europe,Denmark,24/11/2021,4199,4,5822763
Europe,Denmark,23/11/2021,3711,6,5822763
Europe,Denmark,22/11/2021,3415,3,5822763
Europe,Denmark,21/11/2021,3795,10,5822763
Europe,Denmark,20/11/2021,4070,5,5822763
Europe,Denmark,19/11/2021,4013,6,5822763
Europe,Denmark,18/11/2021,3907,5,5822763
Europe,Denmark,17/11/2021,3899,9,5822763
Europe,Denmark,16/11/2021,3670,5,5822763
Europe,Denmark,15/11/2021,3223,7,5822763
Europe,Denmark,14/11/2021,2948,7,5822763
Europe,Denmark,13/11/2021,4585,4,5822763
Europe,Denmark,11/12/2021,2132,4,5822763
Europe,Denmark,11/11/2021,3017,3,5822763
Europe,Denmark,11/10/2021,2562,2,5822763
Europe,Denmark,11/09/2021,2294,2,5822763
Europe,Denmark,11/08/2021,2416,3,5822763
Europe,Denmark,11/07/2021,2097,10,5822763
Europe,Denmark,11/06/2021,2251,3,5822763
Europe,Denmark,11/05/2021,2598,5,5822763
Europe,Denmark,11/04/2021,1978,1,5822763
Europe,Denmark,11/03/2021,1981,0,5822763
Europe,Denmark,11/02/2021,1457,2,5822763
Europe,Denmark,11/01/2021,1532,1,5822763
Europe,Denmark,31/10/2021,1671,4,5822763
Europe,Denmark,30/10/2021,1784,0,5822763
Europe,Denmark,29/10/2021,1847,1,5822763
Europe,Denmark,28/10/2021,1871,5,5822763
Europe,Denmark,27/10/2021,1253,4,5822763
Europe,Denmark,26/10/2021,1411,0,5822763
Europe,Denmark,25/10/2021,1349,2,5822763
Europe,Denmark,24/10/2021,1262,1,5822763
Europe,Denmark,23/10/2021,1270,0,5822763
Europe,Denmark,22/10/2021,1247,2,5822763
Europe,Denmark,21/10/2021,1127,4,5822763
Europe,Denmark,20/10/2021,756,2,5822763
Europe,Denmark,19/10/2021,752,3,5822763
Europe,Denmark,18/10/2021,591,5,5822763
Europe,Denmark,17/10/2021,753,1,5822763
Europe,Denmark,16/10/2021,700,3,5822763
Europe,Denmark,15/10/2021,767,2,5822763
Europe,Denmark,14/10/2021,789,0,5822763
Europe,Denmark,13/10/2021,587,3,5822763
Europe,Denmark,10/12/2021,564,2,5822763
Europe,Denmark,10/11/2021,544,0,5822763
Europe,Denmark,10/10/2021,618,0,5822763
Europe,Denmark,10/09/2021,670,1,5822763
Europe,Denmark,10/08/2021,607,3,5822763
Europe,Denmark,10/07/2021,573,1,5822763
Europe,Denmark,10/06/2021,477,0,5822763
Europe,Denmark,10/05/2021,380,1,5822763
Europe,Denmark,10/04/2021,368,0,5822763
Europe,Denmark,10/03/2021,426,4,5822763
Europe,Denmark,10/02/2021,441,3,5822763
Europe,Denmark,10/01/2021,427,2,5822763
Europe,Denmark,30/09/2021,542,2,5822763
Europe,Denmark,29/09/2021,457,6,5822763
Europe,Denmark,28/09/2021,333,4,5822763
Europe,Denmark,27/09/2021,353,2,5822763
Europe,Denmark,26/09/2021,358,0,5822763
Europe,Denmark,25/09/2021,382,2,5822763
Europe,Denmark,24/09/2021,341,4,5822763
Europe,Denmark,23/09/2021,346,1,5822763
Europe,Denmark,22/09/2021,344,3,5822763
Europe,Denmark,21/09/2021,268,2,5822763
Europe,Denmark,20/09/2021,252,3,5822763
Europe,Denmark,19/09/2021,325,3,5822763
Europe,Denmark,18/09/2021,324,3,5822763
Europe,Denmark,17/09/2021,313,2,5822763
Europe,Denmark,16/09/2021,370,3,5822763
Europe,Denmark,15/09/2021,425,0,5822763
Europe,Denmark,14/09/2021,263,3,5822763
Europe,Denmark,13/09/2021,434,0,5822763
Europe,Denmark,09/12/2021,386,3,5822763
Europe,Denmark,09/11/2021,557,4,5822763
Europe,Denmark,09/10/2021,591,5,5822763
Europe,Denmark,09/09/2021,514,5,5822763
Europe,Denmark,09/08/2021,451,2,5822763
Europe,Denmark,09/07/2021,461,2,5822763
Europe,Denmark,09/06/2021,632,0,5822763
Europe,Denmark,09/05/2021,438,3,5822763
Europe,Denmark,09/04/2021,697,3,5822763
Europe,Denmark,09/03/2021,694,0,5822763
Europe,Denmark,09/02/2021,825,0,5822763
Europe,Denmark,09/01/2021,843,4,5822763
Europe,Denmark,31/08/2021,762,0,5822763
Europe,Denmark,30/08/2021,737,3,5822763
Europe,Denmark,29/08/2021,877,1,5822763
Europe,Denmark,28/08/2021,925,3,5822763
Europe,Denmark,27/08/2021,982,2,5822763
Europe,Denmark,26/08/2021,987,3,5822763
Europe,Denmark,25/08/2021,1340,1,5822763
Europe,Denmark,24/08/2021,774,1,5822763
Europe,Denmark,23/08/2021,720,2,5822763
Europe,Denmark,22/08/2021,1024,1,5822763
Europe,Denmark,21/08/2021,923,1,5822763
Europe,Denmark,20/08/2021,984,0,5822763
Europe,Denmark,19/08/2021,1193,0,5822763
Europe,Denmark,18/08/2021,886,2,5822763
Europe,Denmark,17/08/2021,959,0,5822763
Europe,Denmark,16/08/2021,850,1,5822763
Europe,Denmark,15/08/2021,917,1,5822763
Europe,Denmark,14/08/2021,1038,3,5822763
Europe,Denmark,13/08/2021,1085,1,5822763
Europe,Denmark,08/12/2021,1162,0,5822763
Europe,Denmark,08/11/2021,1004,2,5822763
Europe,Denmark,08/10/2021,935,0,5822763
Europe,Denmark,08/09/2021,821,0,5822763
Europe,Denmark,08/08/2021,946,0,5822763
Europe,Denmark,08/07/2021,865,0,5822763
Europe,Denmark,08/06/2021,932,2,5822763
Europe,Denmark,08/05/2021,927,0,5822763
Europe,Denmark,08/04/2021,810,0,5822763
Europe,Denmark,08/03/2021,785,1,5822763
Europe,Denmark,08/02/2021,893,0,5822763
Europe,Denmark,08/01/2021,739,1,5822763
Europe,Denmark,31/07/2021,1085,0,5822763
Europe,Denmark,30/07/2021,848,1,5822763
Europe,Denmark,29/07/2021,1284,1,5822763
Europe,Denmark,28/07/2021,559,3,5822763
Europe,Denmark,27/07/2021,772,1,5822763
Europe,Denmark,26/07/2021,644,0,5822763
Europe,Denmark,25/07/2021,749,0,5822763
Europe,Denmark,24/07/2021,707,0,5822763
Europe,Denmark,23/07/2021,805,0,5822763
Europe,Denmark,22/07/2021,851,0,5822763
Europe,Denmark,21/07/2021,820,0,5822763
Europe,Denmark,20/07/2021,844,0,5822763
Europe,Denmark,19/07/2021,641,0,5822763
Europe,Denmark,18/07/2021,1030,1,5822763
Europe,Denmark,17/07/2021,960,1,5822763
Europe,Denmark,16/07/2021,1141,1,5822763
Europe,Denmark,15/07/2021,1202,0,5822763
Europe,Denmark,14/07/2021,1055,0,5822763
Europe,Denmark,13/07/2021,848,0,5822763
Europe,Denmark,07/12/2021,609,0,5822763
Europe,Denmark,07/11/2021,520,1,5822763
Europe,Denmark,07/10/2021,551,0,5822763
Europe,Denmark,07/09/2021,658,0,5822763
Europe,Denmark,07/08/2021,689,0,5822763
Europe,Denmark,07/07/2021,542,1,5822763
Europe,Denmark,07/06/2021,337,0,5822763
Europe,Denmark,07/05/2021,392,0,5822763
Europe,Denmark,07/04/2021,447,1,5822763
Europe,Denmark,07/03/2021,326,1,5822763
Europe,Denmark,07/02/2021,475,1,5822763
Europe,Denmark,07/01/2021,340,0,5822763
Europe,Denmark,30/06/2021,243,1,5822763
Europe,Denmark,29/06/2021,151,1,5822763
Europe,Denmark,28/06/2021,174,1,5822763
Europe,Denmark,27/06/2021,195,0,5822763
Europe,Denmark,26/06/2021,222,0,5822763
Europe,Denmark,25/06/2021,173,0,5822763
Europe,Denmark,24/06/2021,223,0,5822763
Europe,Denmark,23/06/2021,155,0,5822763
Europe,Denmark,22/06/2021,149,1,5822763
Europe,Denmark,21/06/2021,189,0,5822763
Europe,Denmark,20/06/2021,243,2,5822763
Europe,Denmark,19/06/2021,203,0,5822763
Europe,Denmark,18/06/2021,331,1,5822763
Europe,Denmark,17/06/2021,353,0,5822763
Europe,Denmark,16/06/2021,222,1,5822763
Europe,Denmark,15/06/2021,237,1,5822763
Europe,Denmark,14/06/2021,315,0,5822763
Europe,Denmark,13/06/2021,437,2,5822763
Europe,Denmark,06/12/2021,418,1,5822763
Europe,Denmark,06/11/2021,475,2,5822763
Europe,Denmark,06/10/2021,904,0,5822763
Europe,Denmark,06/09/2021,377,0,5822763
Europe,Denmark,06/08/2021,459,2,5822763
Europe,Denmark,06/07/2021,853,0,5822763
Europe,Denmark,06/06/2021,592,1,5822763
Europe,Denmark,06/05/2021,927,0,5822763
Europe,Denmark,06/04/2021,1028,1,5822763
Europe,Denmark,06/03/2021,954,0,5822763
Europe,Denmark,06/02/2021,908,0,5822763
Europe,Denmark,06/01/2021,844,0,5822763
Europe,Denmark,31/05/2021,949,0,5822763
Europe,Denmark,30/05/2021,1038,4,5822763
Europe,Denmark,29/05/2021,997,1,5822763
Europe,Denmark,28/05/2021,1119,0,5822763
Europe,Denmark,27/05/2021,1073,1,5822763
Europe,Denmark,26/05/2021,794,1,5822763
Europe,Denmark,25/05/2021,919,1,5822763
Europe,Denmark,24/05/2021,835,0,5822763
Europe,Denmark,23/05/2021,751,2,5822763
Europe,Denmark,22/05/2021,1351,0,5822763
Europe,Denmark,21/05/2021,1214,1,5822763
Europe,Denmark,20/05/2021,1088,2,5822763
Europe,Denmark,19/05/2021,916,0,5822763
Europe,Denmark,18/05/2021,836,1,5822763
Europe,Denmark,17/05/2021,964,0,5822763
Europe,Denmark,16/05/2021,1074,3,5822763
Europe,Denmark,15/05/2021,951,0,5822763
Europe,Denmark,14/05/2021,1355,0,5822763
Europe,Denmark,13/05/2021,1246,0,5822763
Europe,Denmark,05/12/2021,925,2,5822763
Europe,Denmark,05/11/2021,932,0,5822763
Europe,Denmark,05/10/2021,874,0,5822763
Europe,Denmark,05/09/2021,677,2,5822763
Europe,Denmark,05/08/2021,1023,2,5822763
Europe,Denmark,05/07/2021,1012,1,5822763
Europe,Denmark,05/06/2021,988,1,5822763
Europe,Denmark,05/05/2021,809,1,5822763
Europe,Denmark,05/04/2021,761,0,5822763
Europe,Denmark,05/03/2021,867,1,5822763
Europe,Denmark,05/02/2021,617,4,5822763
Europe,Denmark,05/01/2021,874,2,5822763
Europe,Denmark,30/04/2021,769,2,5822763
Europe,Denmark,29/04/2021,835,2,5822763
Europe,Denmark,28/04/2021,624,2,5822763
Europe,Denmark,27/04/2021,704,2,5822763
Europe,Denmark,26/04/2021,612,1,5822763
Europe,Denmark,25/04/2021,547,2,5822763
Europe,Denmark,24/04/2021,702,5,5822763
Europe,Denmark,23/04/2021,893,2,5822763
Europe,Denmark,22/04/2021,803,2,5822763
Europe,Denmark,21/04/2021,691,4,5822763
Europe,Denmark,20/04/2021,741,4,5822763
Europe,Denmark,19/04/2021,902,3,5822763
Europe,Denmark,18/04/2021,724,0,5822763
Europe,Denmark,17/04/2021,677,3,5822763
Europe,Denmark,16/04/2021,798,2,5822763
Europe,Denmark,15/04/2021,663,1,5822763
Europe,Denmark,14/04/2021,563,3,5822763
Europe,Denmark,13/04/2021,514,2,5822763
Europe,Denmark,04/12/2021,691,2,5822763
Europe,Denmark,04/11/2021,755,3,5822763
Europe,Denmark,04/10/2021,698,0,5822763
Europe,Denmark,04/09/2021,717,1,5822763
Europe,Denmark,04/08/2021,614,3,5822763
Europe,Denmark,04/07/2021,520,2,5822763
Europe,Denmark,04/06/2021,479,1,5822763
Europe,Denmark,04/05/2021,600,1,5822763
Europe,Denmark,04/04/2021,745,4,5822763
Europe,Denmark,04/03/2021,708,1,5822763
Europe,Denmark,04/02/2021,662,4,5822763
Europe,Denmark,04/01/2021,701,2,5822763
Europe,Denmark,31/03/2021,1210,2,5822763
Europe,Denmark,30/03/2021,679,1,5822763
Europe,Denmark,29/03/2021,964,1,5822763
Europe,Denmark,28/03/2021,416,2,5822763
Europe,Denmark,27/03/2021,789,2,5822763
Europe,Denmark,26/03/2021,814,5,5822763
Europe,Denmark,25/03/2021,-2001,1,5822763
Europe,Denmark,24/03/2021,754,1,5822763
Europe,Denmark,23/03/2021,772,2,5822763
Europe,Denmark,22/03/2021,657,1,5822763
Europe,Denmark,21/03/2021,590,2,5822763
Europe,Denmark,20/03/2021,843,0,5822763
Europe,Denmark,19/03/2021,786,1,5822763
Europe,Denmark,18/03/2021,787,1,5822763
Europe,Denmark,17/03/2021,771,2,5822763
Europe,Denmark,16/03/2021,612,2,5822763
Europe,Denmark,15/03/2021,541,1,5822763
Europe,Denmark,14/03/2021,613,3,5822763
Europe,Denmark,13/03/2021,645,3,5822763
Europe,Denmark,03/12/2021,862,2,5822763
Europe,Denmark,03/11/2021,2007,1,5822763
Europe,Denmark,03/10/2021,527,0,5822763
Europe,Denmark,03/09/2021,425,2,5822763
Europe,Denmark,03/08/2021,513,2,5822763
Europe,Denmark,03/07/2021,394,0,5822763
Europe,Denmark,03/06/2021,614,3,5822763
Europe,Denmark,03/05/2021,520,4,5822763
Europe,Denmark,03/04/2021,574,3,5822763
Europe,Denmark,03/03/2021,532,2,5822763
Europe,Denmark,03/02/2021,497,4,5822763
Europe,Denmark,03/01/2021,211195,2361,5822763
Europe,Estonia,01/07/2022,1729,6,1328976
Europe,Estonia,01/06/2022,1642,3,1328976
Europe,Estonia,01/05/2022,1488,2,1328976
Europe,Estonia,01/04/2022,1497,2,1328976
Europe,Estonia,01/03/2022,9144,45,1328976
Europe,Estonia,22/12/2021,725,5,1328976
Europe,Estonia,21/12/2021,861,4,1328976
Europe,Estonia,20/12/2021,386,0,1328976
Europe,Estonia,19/12/2021,426,2,1328976
Europe,Estonia,18/12/2021,577,8,1328976
Europe,Estonia,17/12/2021,603,5,1328976
Europe,Estonia,16/12/2021,645,0,1328976
Europe,Estonia,15/12/2021,655,1,1328976
Europe,Estonia,14/12/2021,618,3,1328976
Europe,Estonia,13/12/2021,694,17,1328976
Europe,Estonia,12/12/2021,456,0,1328976
Europe,Estonia,12/11/2021,0,3,1328976
Europe,Estonia,12/10/2021,588,7,1328976
Europe,Estonia,12/09/2021,554,2,1328976
Europe,Estonia,12/08/2021,467,11,1328976
Europe,Estonia,12/07/2021,543,0,1328976
Europe,Estonia,12/06/2021,301,2,1328976
Europe,Estonia,12/05/2021,339,8,1328976
Europe,Estonia,12/04/2021,459,5,1328976
Europe,Estonia,12/03/2021,506,2,1328976
Europe,Estonia,12/02/2021,518,5,1328976
Europe,Estonia,12/01/2021,587,5,1328976
Europe,Estonia,30/11/2021,724,7,1328976
Europe,Estonia,29/11/2021,311,0,1328976
Europe,Estonia,28/11/2021,389,2,1328976
Europe,Estonia,27/11/2021,646,8,1328976
Europe,Estonia,26/11/2021,636,8,1328976
Europe,Estonia,25/11/2021,619,19,1328976
Europe,Estonia,24/11/2021,655,0,1328976
Europe,Estonia,23/11/2021,820,8,1328976
Europe,Estonia,22/11/2021,403,11,1328976
Europe,Estonia,21/11/2021,837,7,1328976
Europe,Estonia,20/11/2021,463,14,1328976
Europe,Estonia,19/11/2021,714,7,1328976
Europe,Estonia,18/11/2021,871,7,1328976
Europe,Estonia,17/11/2021,1022,0,1328976
Europe,Estonia,16/11/2021,867,10,1328976
Europe,Estonia,15/11/2021,1072,17,1328976
Europe,Estonia,14/11/2021,993,11,1328976
Europe,Estonia,13/11/2021,1035,0,1328976
Europe,Estonia,11/12/2021,0,25,1328976
Europe,Estonia,11/11/2021,1181,0,1328976
Europe,Estonia,11/10/2021,1354,14,1328976
Europe,Estonia,11/09/2021,1089,11,1328976
Europe,Estonia,11/08/2021,787,14,1328976
Europe,Estonia,11/07/2021,948,0,1328976
Europe,Estonia,11/06/2021,1519,17,1328976
Europe,Estonia,11/05/2021,1435,7,1328976
Europe,Estonia,11/04/2021,1943,11,1328976
Europe,Estonia,11/03/2021,2300,23,1328976
Europe,Estonia,11/02/2021,1569,0,1328976
Europe,Estonia,11/01/2021,1413,9,1328976
Europe,Estonia,31/10/2021,1877,15,1328976
Europe,Estonia,30/10/2021,1891,14,1328976
Europe,Estonia,29/10/2021,1679,11,1328976
Europe,Estonia,28/10/2021,1992,8,1328976
Europe,Estonia,27/10/2021,3210,6,1328976
Europe,Estonia,26/10/2021,0,8,1328976
Europe,Estonia,25/10/2021,1281,8,1328976
Europe,Estonia,24/10/2021,1787,7,1328976
Europe,Estonia,23/10/2021,1642,10,1328976
Europe,Estonia,22/10/2021,1323,0,1328976
Europe,Estonia,21/10/2021,1505,6,1328976
Europe,Estonia,20/10/2021,1346,3,1328976
Europe,Estonia,19/10/2021,1101,6,1328976
Europe,Estonia,18/10/2021,1940,7,1328976
Europe,Estonia,17/10/2021,1236,7,1328976
Europe,Estonia,16/10/2021,1275,0,1328976
Europe,Estonia,15/10/2021,0,11,1328976
Europe,Estonia,14/10/2021,1056,0,1328976
Europe,Estonia,13/10/2021,1227,4,1328976
Europe,Estonia,10/12/2021,1256,0,1328976
Europe,Estonia,10/11/2021,727,6,1328976
Europe,Estonia,10/10/2021,815,0,1328976
Europe,Estonia,10/09/2021,1068,3,1328976
Europe,Estonia,10/08/2021,954,8,1328976
Europe,Estonia,10/07/2021,949,0,1328976
Europe,Estonia,10/06/2021,1045,13,1328976
Europe,Estonia,10/05/2021,892,7,1328976
Europe,Estonia,10/04/2021,538,0,1328976
Europe,Estonia,10/03/2021,629,6,1328976
Europe,Estonia,10/02/2021,742,0,1328976
Europe,Estonia,10/01/2021,729,0,1328976
Europe,Estonia,30/09/2021,788,6,1328976
Europe,Estonia,29/09/2021,747,0,1328976
Europe,Estonia,28/09/2021,796,5,1328976
Europe,Estonia,27/09/2021,390,2,1328976
Europe,Estonia,26/09/2021,465,1,1328976
Europe,Estonia,25/09/2021,642,0,1328976
Europe,Estonia,24/09/2021,548,8,1328976
Europe,Estonia,23/09/2021,589,0,1328976
Europe,Estonia,22/09/2021,687,2,1328976
Europe,Estonia,21/09/2021,463,5,1328976
Europe,Estonia,20/09/2021,366,2,1328976
Europe,Estonia,19/09/2021,462,1,1328976
Europe,Estonia,18/09/2021,391,3,1328976
Europe,Estonia,17/09/2021,532,2,1328976
Europe,Estonia,16/09/2021,510,5,1328976
Europe,Estonia,15/09/2021,524,2,1328976
Europe,Estonia,14/09/2021,473,0,1328976
Europe,Estonia,13/09/2021,177,1,1328976
Europe,Estonia,09/12/2021,329,2,1328976
Europe,Estonia,09/11/2021,493,1,1328976
Europe,Estonia,09/10/2021,540,2,1328976
Europe,Estonia,09/09/2021,467,2,1328976
Europe,Estonia,09/08/2021,488,3,1328976
Europe,Estonia,09/07/2021,389,0,1328976
Europe,Estonia,09/06/2021,213,1,1328976
Europe,Estonia,09/05/2021,255,4,1328976
Europe,Estonia,09/04/2021,352,2,1328976
Europe,Estonia,09/03/2021,344,0,1328976
Europe,Estonia,09/02/2021,474,2,1328976
