Country,State,Date,Casos,Muertes,popData2020
Europe,Austria,01/07/2022,8288,7,8901064
Europe,Austria,01/06/2022,10778,23,8901064
Europe,Austria,01/05/2022,5435,13,8901064
Europe,Austria,01/04/2022,3221,13,8901064
Europe,Austria,01/03/2022,32360,198,8901064
Europe,Austria,22/12/2021,1913,40,8901064
Europe,Austria,21/12/2021,1863,20,8901064
Europe,Austria,20/12/2021,2131,13,8901064
Europe,Austria,19/12/2021,2378,17,8901064
Europe,Austria,18/12/2021,2577,51,8901064
Europe,Austria,17/12/2021,2847,35,8901064
Europe,Austria,16/12/2021,3424,54,8901064
Europe,Austria,15/12/2021,3314,59,8901064
Europe,Austria,14/12/2021,2829,28,8901064
Europe,Austria,13/12/2021,3591,19,8901064
Europe,Austria,12/12/2021,4909,53,8901064
Europe,Austria,12/11/2021,2512,110,8901064
Europe,Austria,12/10/2021,4223,17,8901064
Europe,Austria,12/09/2021,6208,47,8901064
Europe,Austria,12/08/2021,3879,67,8901064
Europe,Austria,12/07/2021,4645,69,8901064
Europe,Austria,12/06/2021,5314,59,8901064
Europe,Austria,12/05/2021,6962,85,8901064
Europe,Austria,12/04/2021,6486,89,8901064
Europe,Austria,12/03/2021,8506,76,8901064
Europe,Austria,12/02/2021,11050,56,8901064
Europe,Austria,12/01/2021,8219,77,8901064
Europe,Austria,30/11/2021,7787,36,8901064
Europe,Austria,29/11/2021,9732,43,8901064
Europe,Austria,28/11/2021,12249,39,8901064
Europe,Austria,27/11/2021,12746,44,8901064
Europe,Austria,26/11/2021,14330,66,8901064
Europe,Austria,25/11/2021,14575,55,8901064
Europe,Austria,24/11/2021,10665,59,8901064
Europe,Austria,23/11/2021,11921,39,8901064
Europe,Austria,22/11/2021,13795,19,8901064
Europe,Austria,21/11/2021,15208,31,8901064
Europe,Austria,20/11/2021,15950,31,8901064
Europe,Austria,19/11/2021,14917,39,8901064
Europe,Austria,18/11/2021,16185,29,8901064
Europe,Austria,17/11/2021,10472,49,8901064
Europe,Austria,16/11/2021,12199,29,8901064
Europe,Austria,15/11/2021,11227,36,8901064
Europe,Austria,14/11/2021,13284,26,8901064
Europe,Austria,13/11/2021,11191,31,8901064
Europe,Austria,11/12/2021,13500,27,8901064
Europe,Austria,11/11/2021,11571,16,8901064
Europe,Austria,11/10/2021,7056,30,8901064
Europe,Austria,11/09/2021,7975,13,8901064
Europe,Austria,11/08/2021,8582,17,8901064
Europe,Austria,11/07/2021,9894,16,8901064
Europe,Austria,11/06/2021,9618,31,8901064
Europe,Austria,11/05/2021,8877,22,8901064
Europe,Austria,11/04/2021,6494,14,8901064
Europe,Austria,11/03/2021,4962,10,8901064
Europe,Austria,11/02/2021,4972,10,8901064
Europe,Austria,11/01/2021,5741,8,8901064
Europe,Austria,31/10/2021,6014,10,8901064
Europe,Austria,30/10/2021,6093,7,8901064
Europe,Austria,29/10/2021,4232,13,8901064
Europe,Austria,28/10/2021,4407,18,8901064
Europe,Austria,27/10/2021,3388,13,8901064
Europe,Austria,26/10/2021,2765,15,8901064
Europe,Austria,25/10/2021,3655,1,8901064
Europe,Austria,24/10/2021,3731,8,8901064
Europe,Austria,23/10/2021,3550,11,8901064
Europe,Austria,22/10/2021,3818,8,8901064
Europe,Austria,21/10/2021,3865,14,8901064
Europe,Austria,20/10/2021,2605,9,8901064
Europe,Austria,19/10/2021,1797,13,8901064
Europe,Austria,18/10/2021,2257,9,8901064
Europe,Austria,17/10/2021,2451,4,8901064
Europe,Austria,16/10/2021,2495,16,8901064
Europe,Austria,15/10/2021,2210,17,8901064
Europe,Austria,14/10/2021,2719,11,8901064
Europe,Austria,13/10/2021,1420,8,8901064
Europe,Austria,10/12/2021,1209,14,8901064
Europe,Austria,10/11/2021,1696,3,8901064
Europe,Austria,10/10/2021,1833,7,8901064
Europe,Austria,10/09/2021,1890,16,8901064
Europe,Austria,10/08/2021,2040,8,8901064
Europe,Austria,10/07/2021,2924,15,8901064
Europe,Austria,10/06/2021,1175,9,8901064
Europe,Austria,10/05/2021,1143,11,8901064
Europe,Austria,10/04/2021,1532,5,8901064
Europe,Austria,10/03/2021,2000,7,8901064
Europe,Austria,10/02/2021,1953,4,8901064
Europe,Austria,10/01/2021,1997,6,8901064
Europe,Austria,30/09/2021,2536,14,8901064
Europe,Austria,29/09/2021,1338,7,8901064
Europe,Austria,28/09/2021,1267,5,8901064
Europe,Austria,27/09/2021,1556,6,8901064
Europe,Austria,26/09/2021,2029,4,8901064
Europe,Austria,25/09/2021,1803,10,8901064
Europe,Austria,24/09/2021,1708,9,8901064
Europe,Austria,23/09/2021,2089,12,8901064
Europe,Austria,22/09/2021,1242,17,8901064
Europe,Austria,21/09/2021,1162,7,8901064
Europe,Austria,20/09/2021,1708,7,8901064
Europe,Austria,19/09/2021,2072,5,8901064
Europe,Austria,18/09/2021,2235,9,8901064
Europe,Austria,17/09/2021,2283,8,8901064
Europe,Austria,16/09/2021,2638,8,8901064
Europe,Austria,15/09/2021,1859,7,8901064
Europe,Austria,14/09/2021,1227,4,8901064
Europe,Austria,13/09/2021,1891,0,8901064
Europe,Austria,09/12/2021,2431,5,8901064
Europe,Austria,09/11/2021,2259,5,8901064
Europe,Austria,09/10/2021,2157,3,8901064
Europe,Austria,09/09/2021,2505,6,8901064
Europe,Austria,09/08/2021,1496,8,8901064
Europe,Austria,09/07/2021,1342,7,8901064
Europe,Austria,09/06/2021,1729,5,8901064
Europe,Austria,09/05/2021,1865,4,8901064
Europe,Austria,09/04/2021,1733,7,8901064
Europe,Austria,09/03/2021,1549,3,8901064
Europe,Austria,09/02/2021,1821,6,8901064
Europe,Austria,09/01/2021,1265,1,8901064
Europe,Austria,31/08/2021,1092,2,8901064
Europe,Austria,30/08/2021,1339,5,8901064
Europe,Austria,29/08/2021,1408,4,8901064
Europe,Austria,28/08/2021,1490,2,8901064
Europe,Austria,27/08/2021,1535,2,8901064
Europe,Austria,26/08/2021,1618,2,8901064
Europe,Austria,25/08/2021,1014,3,8901064
Europe,Austria,24/08/2021,971,2,8901064
Europe,Austria,23/08/2021,1174,2,8901064
Europe,Austria,22/08/2021,1309,1,8901064
Europe,Austria,21/08/2021,1321,2,8901064
Europe,Austria,20/08/2021,1179,0,8901064
Europe,Austria,19/08/2021,1293,0,8901064
Europe,Austria,18/08/2021,864,0,8901064
Europe,Austria,17/08/2021,715,0,8901064
Europe,Austria,16/08/2021,871,2,8901064
Europe,Austria,15/08/2021,997,2,8901064
Europe,Austria,14/08/2021,967,2,8901064
Europe,Austria,13/08/2021,879,0,8901064
Europe,Austria,08/12/2021,894,1,8901064
Europe,Austria,08/11/2021,584,1,8901064
Europe,Austria,08/10/2021,343,1,8901064
Europe,Austria,08/09/2021,587,1,8901064
Europe,Austria,08/08/2021,673,1,8901064
Europe,Austria,08/07/2021,553,1,8901064
Europe,Austria,08/06/2021,485,2,8901064
Europe,Austria,08/05/2021,597,1,8901064
Europe,Austria,08/04/2021,376,2,8901064
Europe,Austria,08/03/2021,332,1,8901064
Europe,Austria,08/02/2021,444,1,8901064
Europe,Austria,08/01/2021,593,0,8901064
Europe,Austria,31/07/2021,517,1,8901064
Europe,Austria,30/07/2021,495,0,8901064
Europe,Austria,29/07/2021,528,0,8901064
Europe,Austria,28/07/2021,404,1,8901064
Europe,Austria,27/07/2021,291,2,8901064
Europe,Austria,26/07/2021,323,1,8901064
Europe,Austria,25/07/2021,368,0,8901064
Europe,Austria,24/07/2021,406,1,8901064
Europe,Austria,23/07/2021,463,0,8901064
Europe,Austria,22/07/2021,400,0,8901064
Europe,Austria,21/07/2021,306,0,8901064
Europe,Austria,20/07/2021,248,0,8901064
Europe,Austria,19/07/2021,325,0,8901064
Europe,Austria,18/07/2021,466,1,8901064
Europe,Austria,17/07/2021,328,0,8901064
Europe,Austria,16/07/2021,310,1,8901064
Europe,Austria,15/07/2021,268,2,8901064
Europe,Austria,14/07/2021,283,0,8901064
Europe,Austria,13/07/2021,87,0,8901064
Europe,Austria,07/12/2021,156,0,8901064
Europe,Austria,07/11/2021,25,0,8901064
Europe,Austria,07/10/2021,117,0,8901064
Europe,Austria,07/09/2021,130,1,8901064
Europe,Austria,07/08/2021,111,1,8901064
Europe,Austria,07/07/2021,90,0,8901064
Europe,Austria,07/06/2021,45,0,8901064
Europe,Austria,07/05/2021,73,3,8901064
Europe,Austria,07/04/2021,145,3,8901064
Europe,Austria,07/03/2021,163,1,8901064
Europe,Austria,07/02/2021,55,0,8901064
Europe,Austria,07/01/2021,36,1,8901064
Europe,Austria,30/06/2021,100,1,8901064
Europe,Austria,29/06/2021,75,1,8901064
Europe,Austria,28/06/2021,67,2,8901064
Europe,Austria,27/06/2021,129,0,8901064
Europe,Austria,26/06/2021,115,3,8901064
Europe,Austria,25/06/2021,101,3,8901064
Europe,Austria,24/06/2021,121,0,8901064
Europe,Austria,23/06/2021,108,2,8901064
Europe,Austria,22/06/2021,118,1,8901064
Europe,Austria,21/06/2021,109,2,8901064
Europe,Austria,20/06/2021,149,4,8901064
Europe,Austria,19/06/2021,132,2,8901064
Europe,Austria,18/06/2021,171,1,8901064
Europe,Austria,17/06/2021,181,3,8901064
Europe,Austria,16/06/2021,-171,2,8901064
Europe,Austria,15/06/2021,64,3,8901064
Europe,Austria,14/06/2021,216,4,8901064
Europe,Austria,13/06/2021,214,3,8901064
Europe,Austria,06/12/2021,234,0,8901064
Europe,Austria,06/11/2021,262,4,8901064
Europe,Austria,06/10/2021,328,4,8901064
Europe,Austria,06/09/2021,280,4,8901064
Europe,Austria,06/08/2021,259,5,8901064
Europe,Austria,06/07/2021,355,4,8901064
Europe,Austria,06/06/2021,304,2,8901064
Europe,Austria,06/05/2021,286,4,8901064
Europe,Austria,06/04/2021,323,6,8901064
Europe,Austria,06/03/2021,472,6,8901064
Europe,Austria,06/02/2021,364,4,8901064
Europe,Austria,06/01/2021,152,5,8901064
Europe,Austria,31/05/2021,366,5,8901064
Europe,Austria,30/05/2021,570,8,8901064
Europe,Austria,29/05/2021,538,6,8901064
Europe,Austria,28/05/2021,639,9,8901064
Europe,Austria,27/05/2021,405,6,8901064
Europe,Austria,26/05/2021,287,5,8901064
Europe,Austria,25/05/2021,342,9,8901064
Europe,Austria,24/05/2021,520,7,8901064
Europe,Austria,23/05/2021,626,10,8901064
Europe,Austria,22/05/2021,671,6,8901064
Europe,Austria,21/05/2021,603,2,8901064
Europe,Austria,20/05/2021,866,12,8901064
Europe,Austria,19/05/2021,630,8,8901064
Europe,Austria,18/05/2021,391,9,8901064
Europe,Austria,17/05/2021,676,12,8901064
Europe,Austria,16/05/2021,684,6,8901064
Europe,Austria,15/05/2021,721,11,8901064
Europe,Austria,14/05/2021,1100,21,8901064
Europe,Austria,13/05/2021,1179,6,8901064
Europe,Austria,05/12/2021,968,13,8901064
Europe,Austria,05/11/2021,670,17,8901064
Europe,Austria,05/10/2021,1009,9,8901064
Europe,Austria,05/09/2021,1251,18,8901064
Europe,Austria,05/08/2021,1383,16,8901064
Europe,Austria,05/07/2021,1220,14,8901064
Europe,Austria,05/06/2021,1682,22,8901064
Europe,Austria,05/05/2021,1297,16,8901064
Europe,Austria,05/04/2021,888,25,8901064
Europe,Austria,05/03/2021,1732,24,8901064
Europe,Austria,05/02/2021,1655,15,8901064
Europe,Austria,05/01/2021,2231,21,8901064
Europe,Austria,30/04/2021,1995,27,8901064
Europe,Austria,29/04/2021,2286,20,8901064
Europe,Austria,28/04/2021,1557,22,8901064
Europe,Austria,27/04/2021,1380,16,8901064
Europe,Austria,26/04/2021,2091,23,8901064
Europe,Austria,25/04/2021,2231,13,8901064
Europe,Austria,24/04/2021,2407,27,8901064
Europe,Austria,23/04/2021,2347,18,8901064
Europe,Austria,22/04/2021,2377,42,8901064
Europe,Austria,21/04/2021,2005,21,8901064
Europe,Austria,20/04/2021,1792,23,8901064
Europe,Austria,19/04/2021,2159,31,8901064
Europe,Austria,18/04/2021,2591,28,8901064
Europe,Austria,17/04/2021,2348,26,8901064
Europe,Austria,16/04/2021,2561,33,8901064
Europe,Austria,15/04/2021,2855,29,8901064
Europe,Austria,14/04/2021,2032,28,8901064
Europe,Austria,13/04/2021,1770,26,8901064
Europe,Austria,04/12/2021,2139,26,8901064
Europe,Austria,04/11/2021,3559,35,8901064
Europe,Austria,04/10/2021,2432,31,8901064
Europe,Austria,04/09/2021,3052,36,8901064
Europe,Austria,04/08/2021,3006,22,8901064
Europe,Austria,04/07/2021,2077,28,8901064
Europe,Austria,04/06/2021,2268,39,8901064
Europe,Austria,04/05/2021,2915,26,8901064
Europe,Austria,04/04/2021,3693,34,8901064
Europe,Austria,04/03/2021,3077,30,8901064
Europe,Austria,04/02/2021,3058,28,8901064
Europe,Austria,04/01/2021,3107,25,8901064
Europe,Austria,31/03/2021,2810,31,8901064
Europe,Austria,30/03/2021,3240,28,8901064
Europe,Austria,29/03/2021,2667,23,8901064
Europe,Austria,28/03/2021,3896,25,8901064
Europe,Austria,27/03/2021,3487,30,8901064
Europe,Austria,26/03/2021,3516,23,8901064
Europe,Austria,25/03/2021,3262,18,8901064
Europe,Austria,24/03/2021,2715,30,8901064
Europe,Austria,23/03/2021,2306,27,8901064
Europe,Austria,22/03/2021,2918,20,8901064
Europe,Austria,21/03/2021,4051,30,8901064
Europe,Austria,20/03/2021,3304,24,8901064
Europe,Austria,19/03/2021,3507,32,8901064
Europe,Austria,18/03/2021,2814,22,8901064
Europe,Austria,17/03/2021,2487,24,8901064
Europe,Austria,16/03/2021,1910,25,8901064
Europe,Austria,15/03/2021,2664,27,8901064
Europe,Austria,14/03/2021,3325,25,8901064
Europe,Austria,13/03/2021,3009,25,8901064
Europe,Austria,03/12/2021,2847,19,8901064
Europe,Austria,03/11/2021,2847,21,8901064
Europe,Austria,03/10/2021,2194,18,8901064
Europe,Austria,03/09/2021,1965,18,8901064
Europe,Austria,03/08/2021,2281,26,8901064
Europe,Austria,03/07/2021,2846,18,8901064
Europe,Austria,03/06/2021,2319,16,8901064
Europe,Austria,03/05/2021,2691,21,8901064
Europe,Austria,03/04/2021,2497,17,8901064
Europe,Austria,03/03/2021,1926,15,8901064
Europe,Austria,03/02/2021,1148,22,8901064
Europe,Austria,03/01/2021,456112,8531,8901064
Europe,Belgium,01/07/2022,0,0,11522440
Europe,Belgium,01/06/2022,16,6,11522440
Europe,Belgium,01/05/2022,13632,12,11522440
Europe,Belgium,01/04/2022,27867,17,11522440
Europe,Belgium,01/03/2022,131328,302,11522440
Europe,Belgium,22/12/2021,7370,37,11522440
Europe,Belgium,21/12/2021,7354,36,11522440
Europe,Belgium,20/12/2021,9100,36,11522440
Europe,Belgium,19/12/2021,2842,38,11522440
Europe,Belgium,18/12/2021,4746,36,11522440
Europe,Belgium,17/12/2021,7729,26,11522440
Europe,Belgium,16/12/2021,8094,37,11522440
Europe,Belgium,15/12/2021,9271,41,11522440
Europe,Belgium,14/12/2021,10578,37,11522440
Europe,Belgium,13/12/2021,13867,43,11522440
Europe,Belgium,12/12/2021,3905,44,11522440
Europe,Belgium,12/11/2021,7109,45,11522440
Europe,Belgium,12/10/2021,13087,48,11522440
Europe,Belgium,12/09/2021,13422,35,11522440
Europe,Belgium,12/08/2021,15000,55,11522440
Europe,Belgium,12/07/2021,15642,49,11522440
Europe,Belgium,12/06/2021,20722,39,11522440
Europe,Belgium,12/05/2021,5965,57,11522440
Europe,Belgium,12/04/2021,9624,45,11522440
Europe,Belgium,12/03/2021,17753,48,11522440
Europe,Belgium,12/02/2021,18307,53,11522440
Europe,Belgium,12/01/2021,19643,43,11522440
Europe,Belgium,30/11/2021,20850,61,11522440
Europe,Belgium,29/11/2021,25186,45,11522440
Europe,Belgium,28/11/2021,7066,47,11522440
Europe,Belgium,27/11/2021,11579,48,11522440
Europe,Belgium,26/11/2021,20026,40,11522440
Europe,Belgium,25/11/2021,20220,44,11522440
Europe,Belgium,24/11/2021,20160,49,11522440
Europe,Belgium,23/11/2021,21120,38,11522440
Europe,Belgium,22/11/2021,25606,35,11522440
Europe,Belgium,21/11/2021,6750,36,11522440
Europe,Belgium,20/11/2021,11208,36,11522440
Europe,Belgium,19/11/2021,19137,33,11522440
Europe,Belgium,18/11/2021,18562,43,11522440
Europe,Belgium,17/11/2021,18136,42,11522440
Europe,Belgium,16/11/2021,18422,29,11522440
Europe,Belgium,15/11/2021,20827,46,11522440
Europe,Belgium,14/11/2021,5506,27,11522440
Europe,Belgium,13/11/2021,8358,20,11522440
Europe,Belgium,11/12/2021,13750,39,11522440
Europe,Belgium,11/11/2021,5054,32,11522440
Europe,Belgium,11/10/2021,12747,26,11522440
Europe,Belgium,11/09/2021,13015,27,11522440
Europe,Belgium,11/08/2021,15261,28,11522440
Europe,Belgium,11/07/2021,4070,15,11522440
Europe,Belgium,11/06/2021,6453,30,11522440
Europe,Belgium,11/05/2021,11137,25,11522440
Europe,Belgium,11/04/2021,10175,26,11522440
Europe,Belgium,11/03/2021,10702,17,11522440
Europe,Belgium,11/02/2021,11713,20,11522440
Europe,Belgium,11/01/2021,3581,25,11522440
Europe,Belgium,31/10/2021,3057,18,11522440
Europe,Belgium,30/10/2021,4968,16,11522440
Europe,Belgium,29/10/2021,9287,21,11522440
Europe,Belgium,28/10/2021,9190,18,11522440
Europe,Belgium,27/10/2021,9221,33,11522440
Europe,Belgium,26/10/2021,9398,27,11522440
Europe,Belgium,25/10/2021,9703,18,11522440
Europe,Belgium,24/10/2021,2449,16,11522440
Europe,Belgium,23/10/2021,4090,20,11522440
Europe,Belgium,22/10/2021,7145,18,11522440
Europe,Belgium,21/10/2021,6903,10,11522440
Europe,Belgium,20/10/2021,6552,14,11522440
Europe,Belgium,19/10/2021,6295,13,11522440
Europe,Belgium,18/10/2021,6568,19,11522440
Europe,Belgium,17/10/2021,1490,10,11522440
Europe,Belgium,16/10/2021,2376,14,11522440
Europe,Belgium,15/10/2021,4167,18,11522440
Europe,Belgium,14/10/2021,3889,10,11522440
Europe,Belgium,13/10/2021,3594,8,11522440
Europe,Belgium,10/12/2021,3434,13,11522440
Europe,Belgium,10/11/2021,3923,18,11522440
Europe,Belgium,10/10/2021,820,4,11522440
Europe,Belgium,10/09/2021,1420,11,11522440
Europe,Belgium,10/08/2021,2542,7,11522440
Europe,Belgium,10/07/2021,2515,11,11522440
Europe,Belgium,10/06/2021,2545,13,11522440
Europe,Belgium,10/05/2021,2289,14,11522440
Europe,Belgium,10/04/2021,2791,5,11522440
Europe,Belgium,10/03/2021,678,8,11522440
Europe,Belgium,10/02/2021,1144,8,11522440
Europe,Belgium,10/01/2021,2148,6,11522440
Europe,Belgium,30/09/2021,2163,11,11522440
Europe,Belgium,29/09/2021,2165,7,11522440
Europe,Belgium,28/09/2021,2391,7,11522440
Europe,Belgium,27/09/2021,2627,13,11522440
Europe,Belgium,26/09/2021,723,7,11522440
Europe,Belgium,25/09/2021,1216,7,11522440
Europe,Belgium,24/09/2021,2253,7,11522440
Europe,Belgium,23/09/2021,2079,11,11522440
Europe,Belgium,22/09/2021,2171,11,11522440
Europe,Belgium,21/09/2021,2267,5,11522440
Europe,Belgium,20/09/2021,2938,6,11522440
Europe,Belgium,19/09/2021,652,7,11522440
Europe,Belgium,18/09/2021,1260,9,11522440
Europe,Belgium,17/09/2021,2390,5,11522440
Europe,Belgium,16/09/2021,2427,1,11522440
Europe,Belgium,15/09/2021,2321,7,11522440
Europe,Belgium,14/09/2021,2495,8,11522440
Europe,Belgium,13/09/2021,2930,7,11522440
Europe,Belgium,09/12/2021,679,7,11522440
Europe,Belgium,09/11/2021,1306,7,11522440
Europe,Belgium,09/10/2021,2323,7,11522440
Europe,Belgium,09/09/2021,2105,6,11522440
Europe,Belgium,09/08/2021,2188,9,11522440
Europe,Belgium,09/07/2021,2361,9,11522440
Europe,Belgium,09/06/2021,2798,7,11522440
Europe,Belgium,09/05/2021,733,8,11522440
Europe,Belgium,09/04/2021,1240,10,11522440
Europe,Belgium,09/03/2021,2155,6,11522440
Europe,Belgium,09/02/2021,2113,6,11522440
Europe,Belgium,09/01/2021,2221,7,11522440
Europe,Belgium,31/08/2021,2357,4,11522440
Europe,Belgium,30/08/2021,2942,5,11522440
Europe,Belgium,29/08/2021,832,4,11522440
Europe,Belgium,28/08/2021,1372,4,11522440
Europe,Belgium,27/08/2021,2217,5,11522440
Europe,Belgium,26/08/2021,2186,6,11522440
Europe,Belgium,25/08/2021,2395,7,11522440
Europe,Belgium,24/08/2021,2460,6,11522440
Europe,Belgium,23/08/2021,2654,3,11522440
Europe,Belgium,22/08/2021,956,7,11522440
Europe,Belgium,21/08/2021,1284,7,11522440
Europe,Belgium,20/08/2021,2245,9,11522440
Europe,Belgium,19/08/2021,2006,9,11522440
Europe,Belgium,18/08/2021,2264,4,11522440
Europe,Belgium,17/08/2021,2247,3,11522440
Europe,Belgium,16/08/2021,2829,4,11522440
Europe,Belgium,15/08/2021,766,2,11522440
Europe,Belgium,14/08/2021,1352,4,11522440
Europe,Belgium,13/08/2021,2273,5,11522440
Europe,Belgium,08/12/2021,2158,3,11522440
Europe,Belgium,08/11/2021,1992,2,11522440
Europe,Belgium,08/10/2021,2216,2,11522440
Europe,Belgium,08/09/2021,2595,5,11522440
Europe,Belgium,08/08/2021,922,3,11522440
Europe,Belgium,08/07/2021,1274,3,11522440
Europe,Belgium,08/06/2021,2134,3,11522440
Europe,Belgium,08/05/2021,1836,3,11522440
Europe,Belgium,08/04/2021,1875,4,11522440
Europe,Belgium,08/03/2021,1950,5,11522440
Europe,Belgium,08/02/2021,2251,5,11522440
Europe,Belgium,08/01/2021,1056,1,11522440
Europe,Belgium,31/07/2021,1186,3,11522440
Europe,Belgium,30/07/2021,1797,6,11522440
Europe,Belgium,29/07/2021,1781,6,11522440
Europe,Belgium,28/07/2021,1752,1,11522440
Europe,Belgium,27/07/2021,1600,4,11522440
Europe,Belgium,26/07/2021,2111,1,11522440
Europe,Belgium,25/07/2021,784,2,11522440
Europe,Belgium,24/07/2021,1158,3,11522440
Europe,Belgium,23/07/2021,1656,2,11522440
Europe,Belgium,22/07/2021,1914,4,11522440
Europe,Belgium,21/07/2021,790,3,11522440
Europe,Belgium,20/07/2021,1955,0,11522440
Europe,Belgium,19/07/2021,2131,0,11522440
Europe,Belgium,18/07/2021,838,2,11522440
Europe,Belgium,17/07/2021,1104,0,11522440
Europe,Belgium,16/07/2021,1570,2,11522440
Europe,Belgium,15/07/2021,1390,2,11522440
Europe,Belgium,14/07/2021,1446,1,11522440
Europe,Belgium,13/07/2021,1429,0,11522440
Europe,Belgium,07/12/2021,1764,2,11522440
Europe,Belgium,07/11/2021,781,0,11522440
Europe,Belgium,07/10/2021,1004,5,11522440
Europe,Belgium,07/09/2021,1289,2,11522440
Europe,Belgium,07/08/2021,1227,2,11522440
Europe,Belgium,07/07/2021,1172,0,11522440
Europe,Belgium,07/06/2021,1042,1,11522440
Europe,Belgium,07/05/2021,998,3,11522440
Europe,Belgium,07/04/2021,366,2,11522440
Europe,Belgium,07/03/2021,521,3,11522440
Europe,Belgium,07/02/2021,724,3,11522440
Europe,Belgium,07/01/2021,676,5,11522440
Europe,Belgium,30/06/2021,628,2,11522440
Europe,Belgium,29/06/2021,557,5,11522440
Europe,Belgium,28/06/2021,598,2,11522440
Europe,Belgium,27/06/2021,177,3,11522440
Europe,Belgium,26/06/2021,259,2,11522440
Europe,Belgium,25/06/2021,398,5,11522440
Europe,Belgium,24/06/2021,339,5,11522440
Europe,Belgium,23/06/2021,396,5,11522440
Europe,Belgium,22/06/2021,365,3,11522440
Europe,Belgium,21/06/2021,482,5,11522440
Europe,Belgium,20/06/2021,139,3,11522440
Europe,Belgium,19/06/2021,274,6,11522440
Europe,Belgium,18/06/2021,424,9,11522440
Europe,Belgium,17/06/2021,450,7,11522440
Europe,Belgium,16/06/2021,419,6,11522440
Europe,Belgium,15/06/2021,535,6,11522440
Europe,Belgium,14/06/2021,765,5,11522440
Europe,Belgium,13/06/2021,209,4,11522440
Europe,Belgium,06/12/2021,390,6,11522440
Europe,Belgium,06/11/2021,779,9,11522440
Europe,Belgium,06/10/2021,764,7,11522440
Europe,Belgium,06/09/2021,841,6,11522440
Europe,Belgium,06/08/2021,1041,13,11522440
Europe,Belgium,06/07/2021,1237,5,11522440
Europe,Belgium,06/06/2021,399,7,11522440
Europe,Belgium,06/05/2021,646,13,11522440
Europe,Belgium,06/04/2021,1348,10,11522440
Europe,Belgium,06/03/2021,1466,15,11522440
Europe,Belgium,06/02/2021,1498,16,11522440
Europe,Belgium,06/01/2021,1682,11,11522440
Europe,Belgium,31/05/2021,2026,14,11522440
Europe,Belgium,30/05/2021,603,18,11522440
Europe,Belgium,29/05/2021,1116,16,11522440
Europe,Belgium,28/05/2021,2023,11,11522440
Europe,Belgium,27/05/2021,2215,6,11522440
Europe,Belgium,26/05/2021,2534,14,11522440
Europe,Belgium,25/05/2021,2789,16,11522440
Europe,Belgium,24/05/2021,899,19,11522440
Europe,Belgium,23/05/2021,773,11,11522440
Europe,Belgium,22/05/2021,1434,18,11522440
Europe,Belgium,21/05/2021,2425,19,11522440
Europe,Belgium,20/05/2021,2409,16,11522440
Europe,Belgium,19/05/2021,3118,25,11522440
Europe,Belgium,18/05/2021,3264,17,11522440
Europe,Belgium,17/05/2021,3576,24,11522440
Europe,Belgium,16/05/2021,735,17,11522440
Europe,Belgium,15/05/2021,1254,22,11522440
Europe,Belgium,14/05/2021,2557,20,11522440
Europe,Belgium,13/05/2021,943,21,11522440
Europe,Belgium,05/12/2021,2808,19,11522440
Europe,Belgium,05/11/2021,2990,17,11522440
Europe,Belgium,05/10/2021,3362,28,11522440
Europe,Belgium,05/09/2021,855,32,11522440
Europe,Belgium,05/08/2021,1714,42,11522440
Europe,Belgium,05/07/2021,3294,26,11522440
Europe,Belgium,05/06/2021,3515,38,11522440
Europe,Belgium,05/05/2021,3615,38,11522440
Europe,Belgium,05/04/2021,3651,40,11522440
Europe,Belgium,05/03/2021,4331,43,11522440
Europe,Belgium,05/02/2021,1136,34,11522440
Europe,Belgium,05/01/2021,1335,28,11522440
Europe,Belgium,30/04/2021,3487,33,11522440
Europe,Belgium,29/04/2021,3347,46,11522440
Europe,Belgium,28/04/2021,3448,49,11522440
Europe,Belgium,27/04/2021,3760,26,11522440
Europe,Belgium,26/04/2021,4270,44,11522440
Europe,Belgium,25/04/2021,1138,39,11522440
Europe,Belgium,24/04/2021,1889,36,11522440
Europe,Belgium,23/04/2021,3636,42,11522440
Europe,Belgium,22/04/2021,3801,43,11522440
Europe,Belgium,21/04/2021,4068,36,11522440
Europe,Belgium,20/04/2021,4458,36,11522440
Europe,Belgium,19/04/2021,5433,50,11522440
Europe,Belgium,18/04/2021,1312,34,11522440
Europe,Belgium,17/04/2021,2322,30,11522440
Europe,Belgium,16/04/2021,4021,45,11522440
Europe,Belgium,15/04/2021,3807,42,11522440
Europe,Belgium,14/04/2021,3899,39,11522440
Europe,Belgium,13/04/2021,4281,37,11522440
Europe,Belgium,04/12/2021,4729,43,11522440
Europe,Belgium,04/11/2021,1305,22,11522440
Europe,Belgium,04/10/2021,2362,46,11522440
Europe,Belgium,04/09/2021,4497,44,11522440
Europe,Belgium,04/08/2021,4466,43,11522440
Europe,Belgium,04/07/2021,4741,42,11522440
Europe,Belgium,04/06/2021,5260,46,11522440
Europe,Belgium,04/05/2021,1562,49,11522440
Europe,Belgium,04/04/2021,1513,36,11522440
Europe,Belgium,04/03/2021,2701,40,11522440
Europe,Belgium,04/02/2021,4894,46,11522440
Europe,Belgium,04/01/2021,4690,40,11522440
Europe,Belgium,31/03/2021,4724,31,11522440
Europe,Belgium,30/03/2021,5197,33,11522440
Europe,Belgium,29/03/2021,6154,31,11522440
Europe,Belgium,28/03/2021,1691,23,11522440
